listing_id;Details
281591;Fireplace, Terrace, Mountain view, Swimming pool, Garden
281592;Terrace, Mountain view, Swimming pool, Garden, Balcony, Sea/lake view
281593;Fireplace, Terrace, Mountain view, Garden, Balcony, Sea/lake view
281594;Fireplace, Terrace, Waterfront, Guest toilet, Garden, Sea/lake view
281597;Fireplace, Terrace, Air conditioning, Swimming pool, Garden
281599;Fireplace, Helicopter pad, Guest apartment, Jacuzzi, Air conditioning, Basement, Sauna, Sea/lake view, Terrace, Elevator, Mountain view, Swimming pool,  Tennis court, Garden, Balcony
281600;Terrace, Mountain view, Garden, Balcony
281601;Fireplace, Terrace, Mountain view, Guest toilet, Garden, Sea/lake view, Built-in kitchen
281602;Fireplace Terrace Air conditioning Swimming pool Garden Built-in kitchen
281603;Fireplace, Terrace, Guest apartment, Mountain view, Waterfront, Air conditioning, Swimming pool, Patio, Guest toilet, Balcony, Sea/lake view, Built-in kitchen
281605;Fireplace, Terrace, Mountain view, Basement, Patio
281608;Security system, Fireplace, Terrace, Waterfront, Air conditioning, Patio, Guest toilet, Garden, Sea/lake view, Built-in kitchen
281609;Security system, Terrace
281610;Fireplace, Terrace, Mountain view, Waterfront, Air conditioning, Swimming pool, Guest toilet, Garden, Sea/lake view, Built-in kitchen
281613;Swimming pool, Basement
281614;Terrace, Accessible for wheelchairs, Jacuzzi, Air conditioning, Swimming pool, Basement, Guest toilet, Garden, Balcony, Sea/lake view, Built-in kitchen
281615;Fireplace, Mountain view, Waterfront, Jacuzzi, Air conditioning, Freight Elevator, Patio, Guest toilet, Balcony, Sea/lake view, Built-in kitchen
281616;Fireplace, Security system, Guest apartment, Air conditioning, Basement, Patio, Built-in kitchen, Sea/lake view, Terrace, Elevator, Mountain view, Waterfront, Swimming pool,  Garden, Attic, Balcony
281617;Security system, Fireplace, Elevator, Terrace, Accessible for wheelchairs, Air conditioning,  Guest toilet, Garden, Built-in kitchen
281618;Security system, Accessible for wheelchairs, Jacuzzi, Air conditioning, Basement, Sauna, Guest toilet, Built-in kitchen, Sea/lake view, Elevator, Mountain view, Swimming pool,  Garden, Balcony, Senior oriented
281624;Terrace, Air conditioning, Swimming pool, Garden, Sea/lake view, Built-in kitchen
281626;Fireplace, Security system, Guest apartment, Jacuzzi, Air conditioning, Basement, Guest toilet, Built-in kitchen, Sea/lake view, Terrace, Mountain view, Swimming pool, Garden
281627;Mountain view, Garden
281645;Pantry, Guest apartment.Open plan, Furnished kitchenExceptional quality, New.Frontline to sea, Walking distance restaurants & bars, Walking distance to harbour, Walking distance to the beach.Aluminium, Double glazed.Unfurnished.Central Music system, Lift, Wine cellar.Cleaning with salt.
281659;Fitted kitchenWell kept.Close to golf course, Walking distance restaurants & bars.Air condition h/c, Underfloor heating.Aluminium.Furnished.Automatic irrigation system, Level lawn, Private garden.
281715;Sea Views, Walking Distance to Cafés, Walking distance to shops
281775;Kitchen with sitting area, Furnished kitchen, Fitted kitchenWell kept.Close to amenities, Direct sea access, Family Orientated, Privacy, Residential area.Air condition h/c, Central Heating.Unfurnished.Phone, Central power supply, Central water supply.Private pool.Private garden.
281776;Library, Pantry.Open planUnder construction.Close to amenities, Privacy, Countryside.No heating.Unfurnished.Wooden beams.
281795;Garage, Lift, Walking Distance to Cafés, Walking distance to shops
281808;Furnished kitchen, Fitted kitchenExceptional quality, Mint.Close to the sea, Village, Walking distance restaurants & bars, Walking distance shopping area, Walking distance village, Close to harbour.Air condition h/c.Furnished.Central power supply, Central water supply.
281827;Kitchen typeFurnished kitchen.ConditionWell kept.Location lifestyleClose to amenities, Close to golf course, Close to the sea, Family Orientated, Privacy, Residential area, Close to harbour, Close to school.HeatingAir condition h/c, C/h oil.WindowsDouble glassed.FurnitureUnfurnished.Extra featuresMarble floors, Central power supply, Central water supply, Barbeque.Pool, spa & sportsPrivate pool.
281833;Central Heating, Garage, Sea Views, Swimming Pool
281834;Central Heating, Garage, Swimming Pool, Tennis Court, Well, Wine Cellar
281840;Air Conditioning Hot/Cold, Courtyard, Sea Views
281857;Location lifestyleClose to amenities, In the city, Old town, Walking distance restaurants & bars, Walking distance shopping area.HeatingNo heating.
281877;Kitchenette, Fitted kitchenUnder construction.Close to amenities, Close to golf course, Close to the sea, Privacy, Relaxing countryside.Air condition h/c, Underfloor heating.Shutters, Wooden.Unfurnished.Marble floors, Wine cellar, Wooden floors. room, Sauna.Private garden.
281885;Well kept.Close to amenities, In the city, Privacy, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c, C/h gas, Central Heating.Partly furnished.Central water supply.
281899;Open planReform recommended.Close to amenities, In the city, Old town, Walking distance restaurants & bars, Walking distance shopping area.No heating.Unfurnished.Wifi.
281905;Fitted kitchenWell kept.Privacy, Relaxing countryside.C/h oil, Preinstallation air conditioning, Central Heating.Unfurnished.Central power supply.
281935;Kitchen typeFurnished kitchen, Fitted kitchen.ConditionMint.Location lifestyleClose to amenities, Close to golf course, Privacy.HeatingAir condition h/c, Underfloor heating.WindowsAutomatic blinds, Double glassed.FurnitureFurnished.Extra featuresAlarm video system, Marble floors, Phone, Central power supply, Central water supply.Pool, spa & sportsPrivate pool.GardenPrivate garden.
281954;Fitted kitchenWell kept.Close to amenities, Close to golf course, Close to the sea, Residential area, Close to harbour.Air condition h/c.Blinds.Unfurnished.Alarm system, Office.Billiard room,  room, Jacuzzi, Swimming pool.Level lawn, Old grown garden, Private garden.
281980;Kitchen typeFitted kitchen.ConditionWell kept.Location lifestyleClose to amenities, Close to the sea, Residential area.HeatingAir condition h/c, Underfloor heating.FurnitureUnfurnished.Extra featuresLift, Phone, Central power supply, Central water supply.Pool, spa & sportsPrivate pool.GardenPrivate garden.
281983;Furnished kitchenWell kept.Close to amenities, Close to golf course.Double glazed.Furnished.Marble floors, Phone, Well, Central power supply, Central water supply.Swimming pool.
281989;Fitted kitchenPrivacy, Residential area.Air condition h/c, Central Heating.Marble floors.Heated private pool.Private garden.
281999;Furnished kitchenWell kept, Unique features, Historic features.Old town, Walking distance restaurants & bars, Walking distance shopping area.Underfloor heating.Unfurnished.Marble floors, Wooden beams, Central power supply, Central water supply.No Pool.
282003;Fitted kitchenReform recommended, Unique features, Historic features.Close to amenities, Close to the sea, Residential area, Close to school.Central Heating.Unfurnished.Office, Wooden beams.Private pool.Automatic irrigation system, Old grown garden, Private garden.
282018;Kitchen with sitting areaExceptional quality.Close to amenities, Close to the sea, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c.Aluminium, Wooden.Unfurnished.Alarm system, Marble floors, Well, Central power supply, Central water supply.Swimming pool.Automatic irrigation system, Private garden.
282028;Open plan, With integrated living area, Furnished kitchenProfessional interior design, Mint.Close to amenities, Frontline to sea, Residential area.Air condition h/c, Underfloor heating.Automatic blinds, PVC.Unfurnished.Lift, Phone, Central power supply, Barbeque, Water Tank. room, Private pool, Infinity pool.Automatic irrigation system, Private garden.
282034;Guest house.Furnished kitchen, Fitted kitchenWell kept.Privacy, Relaxing countryside.Air condition h/c, Underfloor heating.Unfurnished.Well, Central power supply.Private pool.Private garden.
282038;Fitted kitchenMint.Residential area.Air condition h/c.Unfurnished.Satellite TV, Central power supply, Central water supply.Private pool.Private garden.
282059;Fitted kitchenMint.Close to amenities, Close to the sea, Frontline to sea.Air condition h/c, Underfloor heating.Unfurnished.Central power supply, Central water supply.
282061;Fitted kitchenReform recommended, Unique features, Historic features, Beautiful wood features.Close to amenities, Walking distance restaurants & bars, Walking distance shopping area, Walking distance village.No heating.Unfurnished.Central power supply.Private garden.
282079;Guest apartment.Fitted kitchenReform recommended, Unique features, Protected building, Historic features.Close to amenities, Privacy, Relaxing countryside, Close to harbour.No heating.Shutters, Wooden.Unfurnished.Well, Wooden beams.Billiard room, No pool (not possible).Fruit trees, Old grown garden, Private garden.
282083;Library.Kitchen with sitting area, Furnished kitchenExceptional quality.Close to amenities, Close to golf course, Residential area.Air condition h/c, Underfloor heating, Central Heating.Furnished.Alarm system, Marble floors.Sauna, Swimming pool.Private garden.
282094;Guest apartment.Kitchen with island, With integrated living area, Furnished kitchenExceptional quality.Residential area, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c, Underfloor heating.Unfurnished.Marble floors, Office, Central power supply, Central water supply. room, Heated private pool, Jacuzzi.Private garden.
282099;Open plan, Furnished kitchen, Fitted kitchenMint.Close to amenities, Close to golf course, Close to the sea, Close to harbour.Air condition h/c, Solar heating, Underfloor heating.Unfurnished.Wooden beams, Central power supply, Central water supply, Barbeque.Private garden.
282106;Fitted kitchenMint.Close to golf course, Family Orientated, Privacy, Residential area, Close to school.Air condition h/c, Underfloor heating.Furnished.24 hours security system, Alarm system.Private pool.Automatic irrigation system, Fruit trees, Level lawn.
282110;Fitted kitchenMint.Close to amenities, Close to golf course, Family Orientated, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c, Underfloor heating.Furnished.Alarm system, Marble floors, Phone, Central power supply, Central water supply, Barbeque.Private pool.Private garden.
282118;Open plan, Fitted kitchenWell kept.Close to the sea.Air condition h/c, Underfloor heating.Double glazed.Unfurnished.Alarm system, Central power supply, Central water supply.Private pool.Community garden, Private garden.
282124;With integrated living area, Fitted kitchenMint.Close to amenities, Close to harbour.Air condition h/c, Underfloor heating.Unfurnished.Central power supply.Private pool.Private garden.
282140;Air Conditioning Hot/Cold, Conveniently Situated for Golf,  Roof Terrace, Swimming Pool, Wine Cellar
282148;Pantry, Guest apartment.Kitchen with island, Furnished kitchen, Fitted kitchenExceptional quality.Close to amenities, Close to golf course, Privacy, Relaxing countryside.Air condition h/c, Underfloor heating.Double glazed.Furnished.High ceilings, Terracotta floors, Well.Private pool.Private garden.
282152;Furnished kitchen, Fitted kitchenExceptional quality, Mint.Close to amenities, Close to golf course, Privacy, Residential area.Air condition h/c, Underfloor heating.Unfurnished.Phone, Central power supply, Central water supply.Private pool.Level lawn, Private garden.
282153;Furnished kitchen, Fitted kitchenExceptional quality, Professional interior design.Close to amenities, Privacy, Relaxing countryside, Residential area.Air condition h/c, City gas, Central Heating.Unfurnished.Marble floors.Jacuzzi, Infinity pool.Private garden.
282155;Furnished kitchen, Fitted kitchenMint.Close to amenities, Relaxing countryside, Residential area, Walking distance village.Air condition cold, Underfloor heating.Shutters, Wooden.Furnished.High ceilings, Phone, Well, Wooden beams, Central power supply.Sauna.Private garden.
282166;Guest house.Kitchen with island, Furnished kitchenExceptional quality.Close to amenities, Next to green zone, Privacy.Air condition h/c, Underfloor heating.Double glazed.Unfurnished.Wine cellar, Wooden floors.Indoor private pool, Plunge pool (smaller), Private pool, Steam bath.Private garden.
282181;Guest apartment.Open plan, Fitted kitchenWell kept.Relaxing countryside.Underfloor heating.Unfurnished.Wooden beams, Central water supply.Private garden.
282200;Library, Guest apartment.Kitchen with sitting areaWell kept.Close to golf course, Family Orientated, Gated community, Residential area.Air condition h/c, Central Heating.Double glazed.Alarm system, Marble floors, Well, Central water supply. room, Indoor private pool, Jacuzzi, Private pool, Private sauna.Automatic irrigation system, Level lawn.
282205;Fitted kitchenClose to amenities, Close to golf course, Privacy, Residential area.Air condition h/c.
282206;Library, Guest house.Fitted kitchenExceptional quality, Beautiful wood features, Mint.Privacy, Relaxing countryside.Air condition cold, C/h gas.Shutters, Wooden, Double glazed.Unfurnished.Phone, Central power supply, Central water supply, Water Tank.Private pool.Automatic irrigation system, Fruit trees, Natural garden, Private garden.
282223;Kitchen with sitting area, Furnished kitchenExceptional quality.Close to amenities, Privacy, Relaxing countryside.Air condition h/c, Solar heating, Underfloor heating.Unfurnished.Heated private pool.Private garden.
282238;Guest house.Kitchen with sitting area, Furnished kitchen, Fitted kitchenSpecial architecture with design, Mint.Close to amenities, Family Orientated, In the city, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c, Solar heating, Underfloor heating, Central Heating.Automatic blinds.Unfurnished.24 hours security system, Lift, Marble floors, Well, Wooden floors, Central power supply, Central water supply, Barbeque, Water Tank.Cleaning with salt, Private pool, Infinity pool.Fruit trees, Private garden.
282239;With integrated living areaWell kept.Close to amenities, Close to the sea, Privacy, Residential area, Close to harbour.Air condition cold, Underfloor heating.Furnished.High ceilings, Office, Central power supply, Water Tank.Swimming pool.Private garden.
282242;Furnished kitchen, Fitted kitchenExceptional quality, Professional interior design, Mint.Close to amenities, In the city, Old town, Walking distance restaurants & bars, Walking distance shopping area, Close to harbour.Air condition h/c, Underfloor heating.Unfurnished.High ceilings, Lift, Marble floors, Wooden beams, Wooden floors, Central power supply, Central water supply.Indoor private pool, Private pool, Private sauna.
282244;Furnished kitchen, Fitted kitchenNew.Close to amenities, Residential area, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c.Unfurnished.Central power supply, Central water supply.Private pool.Private garden.
282254;Fitted kitchenMint.Close to amenities, Family Orientated, Residential area, Walking distance restaurants & bars, Walking distance shopping area, Walking distance to the beach.Air condition h/c, C/h oil, Central Heating.Double glazed.Unfurnished.Phone, Wine cellar, Central power supply, Central water supply, Barbeque.Swimming pool.Automatic irrigation system, Natural garden.
282275;Fitted kitchenClose to golf course, Family Orientated, Frontline to golf, Privacy, Residential area.Central Heating.
282278;Guest apartment.Furnished kitchen, Fitted kitchenWell kept.Close to amenities, Close to golf course, Close to the sea, Close to harbour.Air condition h/c, C/h oil.Partly furnished.Satellite TV, Central power supply, Central water supply.Private pool.Private garden.
282280;Guest apartment.Furnished kitchen, Fitted kitchenWell kept.Privacy, Relaxing countryside, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c, Central Heating.Partly furnished.High ceilings, Wine cellar, Wooden beams, Central power supply, Central water supply.Private pool.Old grown garden, Private garden.
282282;Kitchen with island, Kitchen with sitting area, Fitted kitchenBeautiful wood features, Mint.Privacy, Relaxing countryside.Central Heating.Unfurnished.High ceilings, Well, Wooden beams, Central power supply, Water Tank.
282292;Furnished kitchenReform recommended.Close to amenities, Close to golf course, Close to the sea, Residential area, Close to harbour.Air condition h/c, Central Heating.Unfurnished.Central power supply, Central water supply.Private pool.Private garden.
282295;Fitted kitchenWell kept.Close to the sea.Unfurnished.Private pool.
282305;Guest house.Kitchen with island, Kitchen with sitting area, Furnished kitchen, Fitted kitchenExceptional quality, Mint.Close to amenities, Privacy, Relaxing countryside, Village.Air condition h/c, Underfloor heating.Unfurnished.High ceilings, Marble floors, Well, Wooden beams.Private pool.Private garden.
282322;Guest house.Furnished kitchen, Fitted kitchenSpecial architecture with design, Mint.Close to amenities, Close to golf course, Privacy.Air condition h/c, Underfloor heating.Furnished.Alarm system, Barbeque.Private pool.Automatic irrigation system, Old grown garden, Private garden.
282360;Kitchen with sitting area, Fitted kitchenMint.Close to amenities, Close to golf course, Close to the sea, Family Orientated, Gated community, Privacy, Residential area.Air condition h/c.Furnished.Alarm system, Central Music system, Marble floors, Wooden floors.Swimming pool.Level lawn, Old grown garden, Private garden.
282385;Kitchen with island, Fitted kitchenSimple quality (low), Reform recommended.Close to amenities, Close to golf course, Close to the sea, Residential area, Close to harbour.Air condition cold.Unfurnished.Alarm system, Office, Barbeque.Billiard room, Swimming pool.Automatic irrigation system, Level lawn, Old grown garden, Private garden.
282395;Kitchen with island, Kitchen with sitting area, Furnished kitchen, Fitted kitchenProfessional interior design, Mint.Close to amenities, Residential area, Close to harbour.Air condition h/c, Central Heating.Double glazed.Furnished.Office.Heated private pool, Private pool.Private garden.
282427;Furnished kitchen, Fitted kitchenSimple quality (low), Reform recommended.Close to amenities, Close to the sea, Direct sea access, Frontline to sea.Air condition h/c.Furnished.Central power supply, Central water supply, Barbeque.Private garden.
282432;Close to golf course.Air condition h/c, C/h oil.
282452;Fitted kitchenWell kept.Close to golf course, Close to the sea.Air condition h/c, Underfloor heating.Unfurnished.Satellite TV, Central power supply, Central water supply.Private pool.Private garden.
282457;Fitted kitchenWell kept.Close to amenities, Privacy, Residential area, Close to harbour.Air condition h/c.Unfurnished.Marble floors, Central power supply, Central water supply, Barbeque.Private pool.Private garden.
282471;Air Conditioning Hot/Cold, Frontline Sea, Furnished, Garage, Heated Outdoor Pool, Jacuzzi, Oil Central Heating, Sauna, Spa, Staff Accommodations
282484;Air Conditioning Hot/Cold, Garage, Private pool, Underfloor Heating
282496;Guest apartment.Fitted kitchenWell kept.Close to golf course, Residential area.Air condition h/c, Central Heating.Double glazed.Unfurnished.Phone, Well, Central power supply, Central water supply.Private pool.Old grown garden, Private garden.
282504;Kitchen with island, Furnished kitchenExceptional quality.Privacy, Relaxing countryside.Air condition h/c, Central Heating.Unfurnished.Wooden beams, Central power supply, Barbeque.Swimming pool.Automatic irrigation system, Pond.
282525;Guest apartment.Furnished kitchenExceptional quality.Privacy, Relaxing countryside.Air condition h/c, Central Heating.Furnished.Central power supply. room, Stables, Swimming pool.Level lawn, Private garden.
282546;Furnished kitchen, Fitted kitchenWell kept.Close to amenities, Close to the sea, Direct sea access, Frontline to beach, Walking distance restaurants & bars, Walking distance to the beach.Central Heating.Unfurnished.Alarm system, Alarm video system.No pool (possible).
282559;Fitted kitchenWell kept.Privacy, Relaxing countryside, Village, Walking distance restaurants & bars, Walking distance shopping area, Walking distance to the beach.Air condition h/c, Electric heating.Partly furnished.Central power supply, Central water supply.Infinity pool.Fruit trees, Private garden.
282566;Air Conditioning Hot/Cold, Garage, Oil Central Heating
282597;Kitchen with sitting areaReform recommended.Close to the sea, Residential area.Air condition h/c.Double glazed.Unfurnished.Phone, Central power supply, Central water supply.Swimming pool.
282600;Air Conditioning Hot/Cold, Central Heating, Furnished, Garage, Private pool, Walking distance to beach, Walking distance to shops
282607;Fitted kitchenWell kept.In the city, Old town, Privacy, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c.Unfurnished.Lift, Central power supply, Central water supply.
282624;Guest house, Guest apartment.With integrated living area, Fitted kitchenExceptional quality, Mint.Close to amenities, Close to golf course, Close to the sea, Walking distance shopping area, Walking distance to the beach, Close to harbour.Air condition h/c, Underfloor heating.Unfurnished.Lift, Central power supply, Central water supply.Jacuzzi, Swimming pool.Private garden.
282630;Fitted kitchenMint.Close to golf course, Walking distance restaurants & bars, Walking distance shopping area, Walking distance to harbour, Walking distance to the beach.Air condition h/c, Underfloor heating partial.Furnished.Central power supply, Central water supply, Barbeque.Private pool, Sauna.Private garden.
282635;Guest apartment.Furnished kitchenExceptional quality, Beautiful wood features.Next to green zone, Privacy, Relaxing countryside.Underfloor heating.Wooden, Double glazed.Unfurnished.Phone, Wooden floors, Central power supply, Water Tank.Private pool.Fruit trees, Private garden.
282637;With integrated living areaExceptional quality, Unique features, Historic features.Old town, Walking distance restaurants & bars, Walking distance shopping area.Air condition h/c, City gas.Furnished.Lift, Central power supply, Central water supply.Indoor private pool.
282639;Furnished kitchenWell kept.Close to golf course.Central Heating.Furnished.Central power supply, Central water supply.Private pool.Private garden.
282643;Fitted kitchenWell kept.Relaxing countryside.Air condition h/c, Central Heating.Unfurnished.Well, Central power supply.Private.Private garden.
282655;Fitted kitchenWell kept, Special architecture with design.Close to the sea, Residential area.Air condition h/c, City gas, Underfloor heating.Furnished.Alarm system, Central Music system, Home automation, Office, Phone, Central power supply, Central water supply.Heated private pool, Private pool, Infinity pool.Private garden.
282657;Well kept.Relaxing countryside.Electric heating partial.
282670;Kitchen with sitting area, Open plan, Furnished kitchenExceptional quality.Close to amenities, Close to the sea, Frontline to sea, Residential area, Walking distance restaurants & bars.C/h oil, Underfloor heating.Double glazed.Furnished.24 hours security system, High ceilings, Marble floors.Private, Infinity pool.
282671;Air Conditioning Hot/Cold, Garage, Swimming Pool, Underfloor Heating
282673;Fitted kitchenMint.Relaxing countryside.Heating individual regulators per room.Unfurnished.Well, Central power supply.Private pool.Private garden.
282677;Kitchen typeFitted kitchen.ConditionMint, New.Location lifestyleClose to amenities, Close to golf course, Close to the sea, Privacy, Residential area.HeatingAir condition h/c, Underfloor heating.FurnitureUnfurnished.Extra featuresHome automation, Lift, Central power supply, Central water supply.Pool, spa & sportsCleaning with salt, Infinity pool.GardenAutomatic irrigation system.
282684;Guest apartment.Furnished kitchenExceptional quality, Beautiful wood features.Privacy, Relaxing countryside.Underfloor heating.Wooden, Double glazed.Unfurnished.Phone, Central power supply, Water Tank.Fruit trees, Private garden.
282686;Furnished kitchenExceptional quality.Close to amenities, Close to golf course, Close to the sea, Residential area.Heat pump, Solar heating, Underfloor heating.Aluminium, Automatic blinds, Blinds.Furnished.Central Music system, Lift, Wine cellar, Central power supply, Central water supply. room, Jacuzzi, Swimming pool.Automatic irrigation system, Private garden.
282704;Guest apartment.Furnished kitchenReform recommended.Close to harbour.Air condition h/c, Central Heating.Furnished.Barbeque.Private pool.Private garden.
282706;Kitchen with sitting areaClose to amenities, Frontline to sea, Residential area.Air condition cold, C/h gas.Aluminium, Double glazed.Unfurnished.Central water supply.No pool (possible).Level lawn.
282712;Kitchen with island, Furnished kitchenWell kept, Special architecture with design.Close to the sea.Solar heating, Underfloor heating.Double glazed.Unfurnished.Phone, Work shop, Central water supply.Cleaning with salt,  room, Private pool.
282731;Fitted kitchenExceptional quality.Privacy, Relaxing countryside.Air condition h/c, Central Heating.Partly furnished.Generator, Central power supply, Central water supply.Heated private pool, Tennis/paddel court.Private garden.
282732;Library, Guest house.Kitchenette, Fitted kitchenWell kept, Historic features, Mint, New.Close to the sea, Direct sea access, Frontline to sea, Relaxing countryside.Solar heating, Underfloor heating.Shutters, Wooden.Furnished.High ceilings, Well, Wooden beams, Water Tank.No pool (possible).Fruit trees, Old grown garden, Private garden.
282734;Guest apartment.Fitted kitchenWell kept.Close to the sea.Air condition h/c.Double glazed.Partly furnished.Phone, Central power supply, Central water supply, Barbeque.Private pool, Sauna.Private garden.
282736;Guest house.Kitchen with island, Kitchen with sitting area, Fitted kitchenExceptional quality, Special architecture with design.Close to amenities, Close to the sea.Air condition h/c, Underfloor heating.Double glazed.Furnished.Alarm system, High ceilings.Private pool.Private garden.
282737;Guest apartment.With integrated living area, Fitted kitchenWell kept, Professional interior design, Mint.Close to the sea.Air condition h/c, Underfloor heating.PVC, Double glazed.Unfurnished.Phone, Central power supply, Water Tank.Private pool, Infinity pool.Automatic irrigation system.
282760;Close to amenities, Privacy, Relaxing countryside.Air condition h/c, City gas, Central Heating.
282761;Guest house.Furnished kitchenWell kept.Privacy, Relaxing countryside.No heating.Unfurnished.Well, Central power supply, Central water supply.Private garden, Pond.
282765;Privacy.City gas.
282769;Guest house.Fitted kitchenWell kept.Privacy, Relaxing countryside.Air condition h/c, C/h oil, Central Heating.Double glazed.Furnished.Office, Phone, Terracotta floors, Well, Wine cellar, Wooden beams, Central power supply, Central water supply, Barbeque.Private.Fruit trees, Private garden.
282787;With integrated living area, Furnished kitchenExceptional quality.Next to green zone, Privacy, Relaxing countryside.Air condition h/c, Central Heating.Unfurnished.Central power supply.Swimming pool.
282790;Fitted kitchenExceptional quality.Close to golf course, Close to the sea, Residential area, Close to harbour.Air condition h/c, Underfloor heating.Double glazed.Unfurnished.Alarm system, Lift, Satellite TV, Central power supply, Central water supply. room, Private pool.Automatic irrigation system, Private garden.
282792;Guest apartment.Kitchen with island, Kitchen with sitting area, Furnished kitchenWell kept.Close to golf course.Air condition h/c, Electric heating partial.Partly furnished.Marble floors, Barbeque.Private pool.Old grown garden, Private garden.
282808;Air Conditioning Hot/Cold, Central Heating, Furnished, Guest House, Mountain View, Secluded Property
282811;Open plan, Furnished kitchenProtected building.Relaxing countryside.Underfloor heating.Double glazed.Unfurnished.Central power supply.Swimming pool.Private garden.
282820;Guest apartment.Fitted kitchenExceptional quality, Well kept, Mint.Close to the sea, Privacy, Residential area, Close to harbour.Air condition h/c, Underfloor heating.Unfurnished.Lift, Marble floors.Private pool.
282831;Kitchen with sitting area, Furnished kitchenWell kept.Close to amenities, Close to golf course, Close to the sea, Privacy, Residential area, Close to harbour.Air condition h/c, Ceiling fans, Underfloor heating.Automatic blinds, Double glazed.Furnished.Marble floors, Satellite TV, Central power supply, Central water supply, Barbeque.Private pool.Automatic irrigation system, Old grown garden.
282832;Fitted kitchenExceptional quality, Mint.Residential area.Air condition h/c, Underfloor heating.Furnished.Phone, Central power supply, Central water supply.Private pool.Private garden.
282837;Kitchen with sitting area, Furnished kitchenExceptional quality.Close to the sea, Residential area, Close to harbour.Air condition h/c, Solar heating, Underfloor heating.Furnished.Generator, High ceilings, Lift, Wooden floors.Swimming pool.Private garden.
282861;Open plan, Fitted kitchenBeautiful wood features, Mint, New.Privacy, Relaxing countryside.Air condition h/c, Underfloor heating.Shutters, Double glazed.Unfurnished.Wooden beams, Central power supply.Private pool.Automatic irrigation system, Private garden.
282870;Kitchenette, Kitchen with sitting area, Furnished kitchen, Fitted kitchenMint, New.Close to amenities, In the city, Privacy.Air condition h/c, City gas, Underfloor heating.Unfurnished.Home automation, Phone, Central power supply, Central water supply, Barbeque.Private pool.Level lawn, Private garden.
282880;Guest apartment.Fitted kitchenBeautiful wood features, Mint.Close to the sea.Air condition h/c, Underfloor heating.Wooden, Double glazed.Unfurnished.24 hours security system, Alarm system, High ceilings, Lift, Central power supply, Central water supply, Barbeque, Water Tank.Billiard room,  room, Indoor private pool, Private pool.Fruit trees, Private garden.
282893;Kitchen with island, Kitchen with sitting area, Furnished kitchenExceptional quality, Professional interior design, Mint.Residential area, Close to harbour.Air condition h/c, Solar heating, Underfloor heating.Unfurnished.Alarm system, High ceilings, Wine cellar.
282895;Guest house.Furnished kitchen, Fitted kitchenMint.Close to amenities, Relaxing countryside, Village, Walking distance restaurants & bars, Walking distance shopping area, Walking distance village.Air condition h/c, Central Heating.Unfurnished.High ceilings, Phone, Wooden beams, Central power supply, Central water supply.Fruit trees, Natural garden, Old grown garden, Private garden.
282903;Fitted kitchenMint, New.Close to amenities, Close to the sea, Residential area, Village, Walking distance restaurants & bars, Walking distance shopping area, Walking distance to harbour, Walking distance village, Close to harbour.Air condition h/c.PVC, Double glazed.Partly furnished.Central power supply, Central water supply.Cleaning with chlorine, Swimming pool.
282904;Open planReform recommended, Unique features, Historic features.In the city, Old town, Walking distance restaurants & bars, Walking distance shopping area.No heating.Unfurnished.Terracotta floors, Wooden beams.
282913;Furnished kitchenWell kept, Beautiful wood features.Close to amenities, Relaxing countryside, Residential area, Walking distance restaurants & bars, Walking distance shopping area, Walking distance to harbour.Air condition cold, Central Heating.Shutters, Double glazed.Unfurnished.Phone, Well, Central power supply.Private pool.Automatic irrigation system, Private garden.
282925;Kitchen with island, Furnished kitchenExceptional quality.Close to harbour.Air condition h/c, Underfloor heating.Blinds.Furnished.Alarm video system, Lift, Phone, Central power supply, Central water supply, Barbeque.Jacuzzi, Private pool.Private garden.
282932;Fitted kitchenWell kept, Professional interior design.Close to amenities, Close to golf course, Gated community, Residential area.Air condition h/c, Underfloor heating, Central Heating.Partly furnished.Private pool.
282939;Guest house.Kitchen with sitting area, Fitted kitchenMint.Relaxing countryside.Air condition h/c, Underfloor heating.Furnished.High ceilings, Lift, Phone, Wine cellar, Wooden beams, Central power supply, Central water supply. room, Indoor private pool, Private pool.Automatic irrigation system, Level lawn, Private garden.
282950;Guest house.Kitchen with island, Kitchen with sitting area, With integrated living area, Furnished kitchenExceptional quality, Professional interior design, Mint.Close to amenities, Close to the sea, Family Orientated, Frontline to sea.Air condition h/c, Underfloor heating.Double glazed.Furnished.Alarm system, Wine cellar.Heated private pool, Swimming pool.
282957;Open plan, Furnished kitchen, Fitted kitchenSpecial architecture with design, Mint, New.Close to amenities, Close to golf course, Family Orientated, Privacy, Residential area, Walking distance to the beach.Air condition h/c, Underfloor heating.Partly furnished.Central power supply, Central water supply.Private pool.Private garden.
282965;Close to golf course, Gated community, Residential area.Air condition h/c, Underfloor heating.
