listing_id	old_price	new_price	change_date	Details
288668	1500000	1350000	2016-12-31	Air Condition, Basement, Fireplace, Garden Use
288692	1900000	1600000	2016-02-16	Cable/Satellite TV, Close to golf course, Fireplace, Garden Use
288692	1600000	1450000	2017-02-08	Cable/Satellite TV, Close to golf course, Fireplace, Garden Use
288693	3900000	2950000	2016-11-01	living-dining room, 2nd living room, American kitchen, 5 bedrooms, 5 bathrooms (5 en suite), 3 guest toilets, 2 utility rooms, store room, 2 guest apartments,open terraces, covered terraces, roof terrace, garden , sauna, swimming pool, 2 parking spaces,stone flooring (beige Levante),PVC windows (Finistral), double glazing,floor heating (bathrooms + kitchen), central heating (heat pump/radiators), solar plant (hot water), air conditioning warm/cold,fitted kitchen, built-in wardrobes, SAT-TV, video intercom (system)
288700	3400000	2950000	2017-03-30	Air Condition, Basement, Cable/Satellite TV, Fireplace, Garden Use
288702	1795000	1980000	2016-11-04	Air Condition, Cable/Satellite TV, Close to golf course, Fireplace, Garden Use
288718	1680000	1495000	2016-03-08	Basement, Cable/Satellite TV, Fireplace, Garden Use, Sea View
288732	3450000	2990000	2016-02-10	Air Condition, Garden Use, Sports Facilities
288734	1840000	1750000	2016-06-22	Cable/Satellite TV, Fireplace, Garden Use, Sea View
288734	1750000	1550000	2016-10-28	Cable/Satellite TV, Fireplace, Garden Use, Sea View
288743	12000000	8500000	2017-03-30	Cable/Satellite TV, Fireplace, Garden Use, Sea View
288744	2850000	3500000	2016-10-12	Air Condition, Basement, Close to golf course, Fireplace, Garden Use, Sea View
288752	1165000	1180000	2016-01-27	Air Condition, Cable/Satellite TV, Fireplace, Frontline, Garden Use
288763	4850000	4500000	2016-11-20	Air Condition, Fireplace, Panoramic View
288790	2100000	2300000	2016-05-12	Air Condition, Close to beach, Close to golf course, Direct access to the sea, Frontline, Sea View
288790	2300000	2450000	2016-07-26	Air Condition, Close to beach, Close to golf course, Direct access to the sea, Frontline, Sea View
288790	2450000	2590000	2017-04-25	Air Condition, Close to beach, Close to golf course, Direct access to the sea, Frontline, Sea View
288791	4900000	4500000	2016-07-08	Air Condition, Cable/Satellite TV, Fireplace, Garden Use
288802	2400000	2600000	2017-04-19	Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Fireplace, Garden Use, Sea View
288806	1300000	1190000	2016-07-27	Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Garden Use, Sea View
288812	1600000	1750000	2017-07-03	Air Condition, Basement, ready-furnished
288819	3500000	2950000	2016-07-01	Air Condition, Close to golf course, Garden Use, Panoramic View, Sports Facilities
288833	2950000	3400000	2016-10-26	Air Condition, Basement, Cable/Satellite TV, Garden Use, Sea View
288846	4900000	4500000	2016-02-24	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Panoramic View, ready-furnished
288850	5250000	4995000	2016-06-21	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Panoramic View, ready-furnished
288852	1260000	1090000	2017-04-07	Air Condition, Garden Use, Sea View
288864	1390000	1500000	2016-04-14	Cable/Satellite TV, Garden Use, Panoramic View
288877	2180000	1980000	2016-03-02	Air Condition, Basement, Cable/Satellite TV, Garden Use, Passenger Elevator, Sea View
288891	2490000	2350000	2016-02-19	living-dining room, kitchen, 4 bedrooms, 4 bathrooms (4 en suite), 2 dressing rooms, guest toilet, utility room, engine room,open terraces, covered terraces, garden, swimming pool, double garage, barbecue,close to the beach, close to the golf course,ceramic tiles,PVC windows, double glazing, rolling shutters (electric),floor heating (gas), air conditioning warm/cold, fire place,fitted kitchen, built-in wardrobes, security system, automatic gates
288891	2350000	1990000	2016-05-11	living-dining room, kitchen, 4 bedrooms, 4 bathrooms (4 en suite), 2 dressing rooms, guest toilet, utility room, engine room,open terraces, covered terraces, garden, swimming pool, double garage, barbecue,close to the beach, close to the golf course,ceramic tiles,PVC windows, double glazing, rolling shutters (electric),floor heating (gas), air conditioning warm/cold, fire place,fitted kitchen, built-in wardrobes, security system, automatic gates
288891	1990000	2350000	2017-01-07	living-dining room, kitchen, 4 bedrooms, 4 bathrooms (4 en suite), 2 dressing rooms, guest toilet, utility room, engine room,open terraces, covered terraces, garden, swimming pool, double garage, barbecue,close to the beach, close to the golf course,ceramic tiles,PVC windows, double glazing, rolling shutters (electric),floor heating (gas), air conditioning warm/cold, fire place,fitted kitchen, built-in wardrobes, security system, automatic gates
288899	2750000	3500000	2017-03-07	Air Condition, Basement, Cable/Satellite TV, Fireplace, Garden Use
288901	4750000	3950000	2016-06-11	Air Condition, Fireplace, Garden Use, Sea View
288906	2295000	2400000	2016-03-26	Air Condition, Close to beach, Close to golf course, Fireplace, Garden Use, Sea View
288906	2400000	2590000	2017-01-11	Air Condition, Close to beach, Close to golf course, Fireplace, Garden Use, Sea View
288906	2590000	2800000	2017-07-26	Air Condition, Close to beach, Close to golf course, Fireplace, Garden Use, Sea View
288916	1690000	1490000	2017-05-10	Fireplace, Garden Use, Mountain View
288918	1995000	2295000	2016-05-05	Air Condition, Basement, Cable/Satellite TV, Fireplace, Garden Use, Sea View
288918	2295000	2290000	2016-09-16	Air Condition, Basement, Cable/Satellite TV, Fireplace, Garden Use, Sea View
288939	1595000	1395000	2016-10-28	living room, dining room, gallery, American kitchen, 4 bedrooms, 3 bathrooms (2 en suite), utility room, store room,open terraces (100 m²), covered terraces (30 m²), court yard, garden, automatic irrigation, swimming pool, parking space,south, west,panoramic views, mountain views,wood framed windows, double glazing, wooden shutters,oil central heating, fire place,fitted kitchen, built-in wardrobes, telephone, SAT-TV, electricity supply , well
288947	1900000	1800000	2016-05-12	Air Condition, Close to golf course, Fireplace, Garden Use, Sea View
288947	1800000	1950000	2017-05-27	Air Condition, Close to golf course, Fireplace, Garden Use, Sea View
288956	2950000	2695000	2016-05-04	Air Condition, Close to golf course, Fireplace, Garden Use, Sea View
288956	2695000	2495000	2016-10-25	Air Condition, Close to golf course, Fireplace, Garden Use, Sea View
288960	4000000	2950000	2016-11-30	Air Condition, Basement, Cable/Satellite TV, Close to beach, Close to golf course, Garden Use
288963	2800000	2000000	2016-02-27	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Panoramic View
288963	2000000	2300000	2016-03-01	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Panoramic View
288971	1480000	1280000	2016-02-13	Air Condition, Cable/Satellite TV, Garden Use, Sea View
288985	0	1950000	2016-05-24	Air Condition, Basement, Cable/Satellite TV, Close to beach, Fireplace, Garden Use, Sea View
288987	4500000	2850000	2017-05-24	Air Condition, Fireplace, Garden Use, Panoramic View
289015	1750000	1650000	2016-08-19	living-dining room, kitchen, 5 bedrooms, 5 bathrooms (4 en suite), dressing room, guest toilet, utility room, store room, guest apartment,open terraces (150 m²), covered terraces (45 m²), garden, swimming pool (50 m²), basement garage (4 cars),marble (gres balear),wood framed windows, double glazing,floor heating (oil), air conditioning warm/cold, fire place,fitted kitchen, built-in wardrobes, security system, video intercom (system)
289016	1998000	1750000	2016-10-05	living-dining room, study, larder, American kitchen, 4 bedrooms, 3 bathrooms (2 en suite), dressing room, 2 store rooms, sauna,open terraces (450 m²), covered terraces (40 m²), roof terrace (40 m²), court yard, garden, automatic irrigation, swimming pool (45 m²), parking space, barbecue,west,panoramic views, mountain views, garden views,PVC windows, double glazing,gas central heating, air conditioning warm/cold, fire place,fitted kitchen, built-in wardrobes, telephone, security system, SAT-TV, automatic gates, video intercom (system), furnished
289016	1750000	1350000	2017-01-25	living-dining room, study, larder, American kitchen, 4 bedrooms, 3 bathrooms (2 en suite), dressing room, 2 store rooms, sauna,open terraces (450 m²), covered terraces (40 m²), roof terrace (40 m²), court yard, garden, automatic irrigation, swimming pool (45 m²), parking space, barbecue,west,panoramic views, mountain views, garden views,PVC windows, double glazing,gas central heating, air conditioning warm/cold, fire place,fitted kitchen, built-in wardrobes, telephone, security system, SAT-TV, automatic gates, video intercom (system), furnished
289017	1690000	1790000	2016-08-25	Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Sea View
289051	2950000	2450000	2017-01-31	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Sea View
289066	3800000	3950000	2016-08-06	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Passenger Elevator, ready-furnished, Sea View
289072	1500000	1650000	2016-03-23	living-dining room, kitchen, 6 bedrooms, 5 bathrooms (2 en suite), dressing room, store room,open terraces (20 m²), covered terraces (28 m²), garden, automatic irrigation, swimming pool (9m x 5m),south, east,close to the beach, close to the golf course,sea views, panoramic views,ceramic tiles,aluminium framed windows (upstairs), wood framed windows (downstairs), double glazing, aluminium shutters (bedrooms),oil central heating, air conditioning warm/cold (1 bedroom), fire place,fitted kitchen, built-in wardrobes, SAT-TV, automatic gates, intercom (system)
289091	1975000	1890000	2016-08-17	Air Condition, Fireplace, Garden Use, Panoramic View
289107	1600000	1295000	2016-09-14	Basement, Panoramic View
289119	1875000	1690000	2017-02-11	Air Condition, Cable/Satellite TV, Garden Use
289120	2100000	1850000	2016-11-11	Basement, Close to golf course, Fireplace, Garden Use
289167	1600000	1750000	2016-07-28	Fireplace, Garden Use, Panoramic View
289176	2950000	2700000	2016-02-12	Cable/Satellite TV, Fireplace, Garden Use
289186	1990000	1900000	2017-02-07	Basement, Garden Use, Panoramic View
289190	1695000	1995000	2016-03-01	Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Fireplace, Garden Use, Sea View
289208	2500000	2900000	2017-04-21	Air Condition, Cable/Satellite TV, Close to beach, Fireplace, Frontline, Sea View
289215	2100000	1750000	2016-02-12	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Panoramic View
289260	2950000	2700000	2016-06-12	Cable/Satellite TV, Garden Use
289264	7950000	6500000	2017-06-19	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, Passenger Elevator
289320	1750000	1480000	2016-12-31	living-dining room, study, kitchen, 4 bedrooms, 4 bathrooms (3 en suite), dressing room, guest toilet, utility room, store room, guest apartment,open terraces, covered terraces, garden, swimming pool (50 m²), garage, well/fountain,sea views, harbour views, panoramic views,terracotta,wood framed windows (teak), double glazing, aluminium shutters,floor heating (oil), air conditioning (in three bedrooms), fire place in the living room, oven in the guest apartment,fitted kitchen, built-in wardrobes, telephone, security system, SAT-TV, automatic gates, video intercom (system), video surveillance, electricity supply 380/220 volt
289333	2950000	2650000	2016-09-15	Air Condition, Garden Use, Panoramic View
289333	2650000	2950000	2017-07-27	Air Condition, Garden Use, Panoramic View
289342	1875000	1650000	2016-04-02	Air Condition, Cable/Satellite TV, Close to beach, Sea View
289343	3850000	3200000	2016-07-28	Air Condition, Basement, Cable/Satellite TV, Fireplace, Garden Use
289356	3600000	2975000	2016-03-23	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, ready-furnished
289356	2975000	3300000	2017-01-03	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, ready-furnished
289399	1350000	1250000	2016-04-06	Air Condition, Cable/Satellite TV, Fireplace, Frontline, Garden Use
289413	1600000	1195000	2016-02-12	Air Condition, Cable/Satellite TV, Fireplace, Garden Use, ready-furnished
289424	1500000	1700000	2016-05-04	Air Condition, Cable/Satellite TV, Close to golf course, Fireplace, Garden Use, Sea View
289424	1700000	1500000	2017-05-24	Air Condition, Cable/Satellite TV, Close to golf course, Fireplace, Garden Use, Sea View
289462	1690000	1270000	2016-02-11	Air Condition, Cable/Satellite TV, Close to golf course, Fireplace, Panoramic View
289487	1475000	1600000	2016-08-18	Air Condition, Cable/Satellite TV, Fireplace, Frontline, Sea View
289512	1300000	1200000	2016-02-12	Air Condition, Cable/Satellite TV, Close to golf course, Garden Use, Sea View
289547	1300000	1100000	2017-08-01	Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Garden Use, Panoramic View, ready-furnished
289557	1390000	1290000	2017-04-25	Basement, Cable/Satellite TV, Fireplace, Garden Use, Panoramic View
289560	2800000	1600000	2016-02-27	living room, dining room, kitchen, 5 bedrooms (4 bedrooms in main house), 5 bathrooms (5 en suite), guest toilet, utility room, store room, engine room , staff area with 1 bedroom and 1 bathroom,open terraces, covered terraces, roof terrace, garden, automatic irrigation, swimming pool,panoramic views, golf course views,terracotta,PVC windows, double glazing, wooden shutters,floor heating, air conditioning warm/cold, fire place
289560	1600000	1900000	2016-03-01	living room, dining room, kitchen, 5 bedrooms (4 bedrooms in main house), 5 bathrooms (5 en suite), guest toilet, utility room, store room, engine room , staff area with 1 bedroom and 1 bathroom,open terraces, covered terraces, roof terrace, garden, automatic irrigation, swimming pool,panoramic views, golf course views,terracotta,PVC windows, double glazing, wooden shutters,floor heating, air conditioning warm/cold, fire place
289572	2900000	2400000	2016-02-27	Air Condition, Cable/Satellite TV, Close to golf course, Fireplace, Garden Use
289572	2400000	2600000	2016-03-01	Air Condition, Cable/Satellite TV, Close to golf course, Fireplace, Garden Use
289576	6500000	2900000	2016-02-23	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289578	2800000	2000000	2016-04-14	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289586	2350000	2995000	2016-02-06	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289586	2995000	2600000	2017-06-10	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289586	2600000	2500000	2017-06-14	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289588	6800000	6950000	2016-07-01	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289590	1400000	1350000	2016-12-15	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289590	1350000	1250000	2017-02-12	Beachfront recently built house in modern style in El Portixol. 140 m2 built, 40 m2 of terraces, private garden, 3 bedrooms, 2 bathrooms, toilet, fitted kitchen, diing-living room .
289650	3400000	2850000	2016-03-01	Terrace, Guest apartment, Air conditioning, Swimming pool, Patio, Guest toilet, Garden, Balcony, Sea/lake view, Built-in kitchen
289650	2850000	2650000	2016-03-04	Terrace, Guest apartment, Air conditioning, Swimming pool, Patio, Guest toilet, Garden, Balcony, Sea/lake view, Built-in kitchen
289665	950000	1200000	2016-05-25	Security system, Fireplace, Terrace, Air conditioning, Swimming pool, Basement, Garden, Built-in kitchen
289665	1200000	1250000	2016-11-26	Security system, Fireplace, Terrace, Air conditioning, Swimming pool, Basement, Garden, Built-in kitchen
289666	1925000	1800000	2016-05-03	Terrace, Air conditioning, Swimming pool, Garden, Balcony, Sea/lake view, Built-in kitchen
289666	1800000	1925000	2016-05-27	Terrace, Air conditioning, Swimming pool, Garden, Balcony, Sea/lake view, Built-in kitchen
289670	14500000	12800000	2016-01-21	Terrace, Garden
289670	12800000	10600000	2016-09-14	Terrace, Garden
289676	16500000	13000000	2016-01-19	Fireplace, Security system, Helicopter pad, Air conditioning, Basement, Sauna, Guest toilet, Built-in kitchen, Sea/lake view, Terrace, Mountain view, Waterfront, Swimming pool, 
289682	3950000	3450000	2017-02-09	Security system, Fireplace, Terrace, Guest apartment, Mountain view, Air conditioning, Swimming pool, Basement, Sauna, Guest toilet, Garden, Sea/lake view, Built-in kitchen
289686	1975000	1495000	2016-02-25	Fireplace Security system Guest apartment Air conditioning Jacuzzi Guest toilet Built-in kitchen Sea/lake view Terrace Mountain view Swimming pool Garden Balcony
289687	1650000	1850000	2016-09-02	Fireplace, Swimming pool, Built-in kitchen
289687	1850000	1650000	2017-06-23	Fireplace, Swimming pool, Built-in kitchen
289711	0	1998000	2016-03-31	Conveniently Situated for Golf
289752	5200000	4600000	2016-11-19	Security system, Fireplace, Terrace, Guest apartment, Mountain view, Air conditioning, Swimming pool, Sauna, Guest toilet, Sea/lake view, Built-in kitchen
289756	1300000	1375000	2017-04-07	Fireplace, Terrace, Jacuzzi, Air conditioning, Swimming pool, Basement, Guest toilet, Balcony, Sea/lake view, Built-in kitchen
289759	2900000	3500000	2016-05-21	Fireplace, Terrace, Guest apartment, Mountain view, Swimming pool, Garden, Balcony
289759	3500000	3100000	2017-01-26	Fireplace, Terrace, Guest apartment, Mountain view, Swimming pool, Garden, Balcony
289761	879000	1375000	2016-04-16	Fireplace, Terrace, Mountain view, Air conditioning, Swimming pool, Garden, Sea/lake view, Built-in kitchen
289766	1600000	1300000	2016-03-24	Fireplace, Terrace, Air conditioning, Patio
289769	2300000	2500000	2017-02-03	Terrace, Air conditioning, Swimming pool, Garden, Sea/lake view
289771	11900000	9800000	2016-03-16	Terrace, Air conditioning, Swimming pool, Garden, Sea/lake view
289772	0	9800000	2016-03-08	Terrace, Air conditioning, Swimming pool, Garden, Sea/lake view
289812	2100000	1700000	2016-01-26	Air Condition, Fireplace, Sea View
289812	1700000	1750000	2016-04-22	Air Condition, Fireplace, Sea View
289814	1700000	1590000	2016-07-14	Air Condition, Cable/Satellite TV, Fireplace, Garden Use
289814	1590000	1490000	2016-10-23	Air Condition, Cable/Satellite TV, Fireplace, Garden Use
289816	11900000	9900000	2016-02-13	Air Condition, Cable/Satellite TV, Fireplace, Garden Use
289816	9900000	11900000	2016-02-20	Air Condition, Cable/Satellite TV, Fireplace, Garden Use
289816	11900000	9800000	2016-03-02	Air Condition, Cable/Satellite TV, Fireplace, Garden Use
289819	1790000	1945000	2016-05-14	Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Fireplace, Garden Use
289846	2350000	2995000	2016-02-07	living-dining room, living-dining room, gallery, gallery, American kitchen, 4 bedrooms, 3 bathrooms (1 en suite), utility room, engine room, engine room,open terraces, covered terraces, covered terraces, garden (1.000 m²) with basketball court, automatic irrigation, automatic irrigation, swimming pool (35 m²), double garage, barbecue,south,sea views (1st floor),ceramic tiles, ceramic tiles, marble (main bedroom), marble (main bedroom),PVC windows, PVC windows, double glazing (anti roberry), double glazing (anti roberry),floor heating (gas), ventilators, floor heating (gas), ventilators,fitted kitchen, fitted kitchen, built-in wardrobes, built-in wardrobes, security system, security system, SAT-TV, SAT-TV
289847	7800000	6800000	2016-04-16	living-dining room, living-dining room, gallery, gallery, American kitchen, 4 bedrooms, 3 bathrooms (1 en suite), utility room, engine room, engine room,open terraces, covered terraces, covered terraces, garden (1.000 m²) with basketball court, automatic irrigation, automatic irrigation, swimming pool (35 m²), double garage, barbecue,south,sea views (1st floor),ceramic tiles, ceramic tiles, marble (main bedroom), marble (main bedroom),PVC windows, PVC windows, double glazing (anti roberry), double glazing (anti roberry),floor heating (gas), ventilators, floor heating (gas), ventilators,fitted kitchen, fitted kitchen, built-in wardrobes, built-in wardrobes, security system, security system, SAT-TV, SAT-TV
289847	6800000	6500000	2016-09-22	living-dining room, living-dining room, gallery, gallery, American kitchen, 4 bedrooms, 3 bathrooms (1 en suite), utility room, engine room, engine room,open terraces, covered terraces, covered terraces, garden (1.000 m²) with basketball court, automatic irrigation, automatic irrigation, swimming pool (35 m²), double garage, barbecue,south,sea views (1st floor),ceramic tiles, ceramic tiles, marble (main bedroom), marble (main bedroom),PVC windows, PVC windows, double glazing (anti roberry), double glazing (anti roberry),floor heating (gas), ventilators, floor heating (gas), ventilators,fitted kitchen, fitted kitchen, built-in wardrobes, built-in wardrobes, security system, security system, SAT-TV, SAT-TV
289852	1176000	1076000	2016-09-22	living-dining room, living-dining room, gallery, gallery, American kitchen, 4 bedrooms, 3 bathrooms (1 en suite), utility room, engine room, engine room,open terraces, covered terraces, covered terraces, garden (1.000 m²) with basketball court, automatic irrigation, automatic irrigation, swimming pool (35 m²), double garage, barbecue,south,sea views (1st floor),ceramic tiles, ceramic tiles, marble (main bedroom), marble (main bedroom),PVC windows, PVC windows, double glazing (anti roberry), double glazing (anti roberry),floor heating (gas), ventilators, floor heating (gas), ventilators,fitted kitchen, fitted kitchen, built-in wardrobes, built-in wardrobes, security system, security system, SAT-TV, SAT-TV
289852	1076000	1200000	2017-06-21	living-dining room, living-dining room, gallery, gallery, American kitchen, 4 bedrooms, 3 bathrooms (1 en suite), utility room, engine room, engine room,open terraces, covered terraces, covered terraces, garden (1.000 m²) with basketball court, automatic irrigation, automatic irrigation, swimming pool (35 m²), double garage, barbecue,south,sea views (1st floor),ceramic tiles, ceramic tiles, marble (main bedroom), marble (main bedroom),PVC windows, PVC windows, double glazing (anti roberry), double glazing (anti roberry),floor heating (gas), ventilators, floor heating (gas), ventilators,fitted kitchen, fitted kitchen, built-in wardrobes, built-in wardrobes, security system, security system, SAT-TV, SAT-TV
289870	4100000	3500000	2016-05-28	living-dining room, living-dining room, gallery, gallery, American kitchen, 4 bedrooms, 3 bathrooms (1 en suite), utility room, engine room, engine room,open terraces, covered terraces, covered terraces, garden (1.000 m²) with basketball court, automatic irrigation, automatic irrigation, swimming pool (35 m²), double garage, barbecue,south,sea views (1st floor),ceramic tiles, ceramic tiles, marble (main bedroom), marble (main bedroom),PVC windows, PVC windows, double glazing (anti roberry), double glazing (anti roberry),floor heating (gas), ventilators, floor heating (gas), ventilators,fitted kitchen, fitted kitchen, built-in wardrobes, built-in wardrobes, security system, security system, SAT-TV, SAT-TV
289870	3500000	3700000	2016-06-28	living-dining room, living-dining room, gallery, gallery, American kitchen, 4 bedrooms, 3 bathrooms (1 en suite), utility room, engine room, engine room,open terraces, covered terraces, covered terraces, garden (1.000 m²) with basketball court, automatic irrigation, automatic irrigation, swimming pool (35 m²), double garage, barbecue,south,sea views (1st floor),ceramic tiles, ceramic tiles, marble (main bedroom), marble (main bedroom),PVC windows, PVC windows, double glazing (anti roberry), double glazing (anti roberry),floor heating (gas), ventilators, floor heating (gas), ventilators,fitted kitchen, fitted kitchen, built-in wardrobes, built-in wardrobes, security system, security system, SAT-TV, SAT-TV
289884	1240000	1100000	2016-04-02	Terrace Air conditioning Swimming pool Built-in kitchen
289897	3950000	3450000	2017-02-11	Terrace Air conditioning Swimming pool Built-in kitchen
289898	5100000	5950000	2017-04-14	Terrace Air conditioning Swimming pool Built-in kitchen
290227	55000000	48000000	2016-05-05	Wine Cellar/Grotto, Waterfront, Water View, Terrace/Outdoor Space, Staff Quarters, Pool - Outdoor, Outdoor Kitchen, Ocean Front, Mountain View, Media Room/Home Theater, Mountain, SIR Waterfront, Country Living, Historic/Antique, wine cellar, well, swimming pool, stone floors, staff accommodations, sea views, satellite tv, rustic style, quiet location, patio, olive trees, Mountain View, mature garden, master suite with fireplace, living room with fireplace, Library, laundry room, jacuzzi, irrigation, interior courtyard, independent apartment, ideal for country lovers, heated outdoor pool, garden apartment, garden, garage, games room, frontline sea, fireplace, children's area, central heating, bbq, almond trees, aromatic plants, alarm system, air conditioning hot/cold, adsl, access to sea, Property Condition: Ready to move in
290227	48000000	36500000	2017-04-28	Wine Cellar/Grotto, Waterfront, Water View, Terrace/Outdoor Space, Staff Quarters, Pool - Outdoor, Outdoor Kitchen, Ocean Front, Mountain View, Media Room/Home Theater, Mountain, SIR Waterfront, Country Living, Historic/Antique, wine cellar, well, swimming pool, stone floors, staff accommodations, sea views, satellite tv, rustic style, quiet location, patio, olive trees, Mountain View, mature garden, master suite with fireplace, living room with fireplace, Library, laundry room, jacuzzi, irrigation, interior courtyard, independent apartment, ideal for country lovers, heated outdoor pool, garden apartment, garden, garage, games room, frontline sea, fireplace, children's area, central heating, bbq, almond trees, aromatic plants, alarm system, air conditioning hot/cold, adsl, access to sea, Property Condition: Ready to move in
290234	2350000	2500000	2016-05-04	Terrace/Outdoor Space, Storage, Privacy Fence, Pool - Outdoor, Library, Media Room/Home Theater, Open Porch, Outdoor Kitchen, Playground, SIR Investment, SIR Golf, Privacy, Country Club, Country Living, Golf, Green Living, Outdoor Activities, various terraces, swimming pool, quiet location, Mountain View, living room with fireplace, ideal family home, garden, garage, 5-10m. To golf course, 5-10m. To shops, adsl, air conditioning hot/cold, bbq, children's area, dining room with fireplace, excellent condition, frontline golf, games room, Property Condition: Ready to move in
290236	3000000	4500000	2016-04-30	Spa/Hot Tub, Storage, SIR Luxury Apartments Palma, Historic/Antique, Outdoor Activities, Privacy, 5-10m. To golf course, 5-10m. To shops, adsl, air conditioning hot/cold, alarm system, built to high standards, central heating, city gas, dining room with fireplace, double glazing, electric gates, excellent condition, fitted kitchen, fountain, garage, guest apartment, independent apartment, laundry room, marble floors, oil underfloor heating, patio, quiet location, renovated, rustic style, spa, stone floors, storeroom, walking distance to cafés, walking distance to rest., walking distance to shops, walking distance to centre, wooden beams, Property Condition: Ready to move in
290243	18900000	19900000	2017-06-20	Wine Cellar/Grotto, Water View, Terrace/Outdoor Space, Storage, Security System, Outdoor Kitchen, Library, Historic/Antique, utility room, various terraces, walking distance to shops, walking distance to rest., walking distance to centre, walking distance to cafés, walking distance to beach, well, wine cellar, wooden beams, wood flooring, Property Condition: Ready to move in
290248	2295000	2590000	2017-01-12	Pool - Outdoor, Thermal Windows/Door, Outdoor Kitchen, New Development, Golf, Privacy, Bay/Beach Club, walking distance to rest., walking distance to shops, walking distance to cafés, walking distance to beach, top quality, sea views, mature garden, Property Condition: Ready to move in
290248	2590000	2800000	2017-07-26	Pool - Outdoor, Thermal Windows/Door, Outdoor Kitchen, New Development, Golf, Privacy, Bay/Beach Club, walking distance to rest., walking distance to shops, walking distance to cafés, walking distance to beach, top quality, sea views, mature garden, Property Condition: Ready to move in
290250	18000000	14900000	2016-06-18	Pool - Outdoor, Thermal Windows/Door, Outdoor Kitchen, New Development, Golf, Privacy, Bay/Beach Club, walking distance to rest., walking distance to shops, walking distance to cafés, walking distance to beach, top quality, sea views, mature garden, Property Condition: Ready to move in
290255	15000000	12500000	2016-02-04	Media Room/Home Theater, Mountain View, Outdoor Kitchen, Pool - Indoor, Pool - Outdoor, Privacy Fence, Security System, Spa/Hot Tub, Staff Quarters, Steam Room, Storage, Tennis court, Terrace/Outdoor Space, Tennis, wooden beams, utility room, various terraces, tv room, underfloor heating, Tennis court, swimming pool, stone floors, staff accommodations, spa, satellite tv, rustic style, renovated, oil underfloor heating, Mountain View, living room with fireplace, laundry room, jacuzzi, installed music system, independent apartment, ideal for country lovers, ideal family home, home cinema, helicopter platform, heated indoor pool, guest apartment,  garden, games room, central heating, bbq, almond trees, aromatic plants, alarm system, air conditioning hot/cold, Property Condition: Ready to move in
290256	3495000	3500000	2016-05-19	Pool - Outdoor, Security System, Spa/Hot Tub, Water View, Steam Room, Terrace/Outdoor Space, Water View, Yacht Club, Outdoor Activities, living room with fireplace, oil central heating, marble floors, jacuzzi, guest apartment, central heating, built to high standards, sea views, swimming pool, storeroom, Property Condition: Ready to move in
290256	3500000	2895000	2017-02-02	Pool - Outdoor, Security System, Spa/Hot Tub, Water View, Steam Room, Terrace/Outdoor Space, Water View, Yacht Club, Outdoor Activities, living room with fireplace, oil central heating, marble floors, jacuzzi, guest apartment, central heating, built to high standards, sea views, swimming pool, storeroom, Property Condition: Ready to move in
290256	2895000	3500000	2017-02-03	Pool - Outdoor, Security System, Spa/Hot Tub, Water View, Steam Room, Terrace/Outdoor Space, Water View, Yacht Club, Outdoor Activities, living room with fireplace, oil central heating, marble floors, jacuzzi, guest apartment, central heating, built to high standards, sea views, swimming pool, storeroom, Property Condition: Ready to move in
